Latitud,Longitud,Codigo de estacion,Nombre de estacion,Tipo de archivo,Achivo fisico y localizable,Variable,Medicion,Año con datos digitales,Formato de archivo,Contador de archivos digitales,Cantidad de datos por archivo,Datos obtenidos,Año con nombre ,Meses en tablas (csv o excel),Inventario fisico (localizacion),,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2015,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2016,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2017,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2018,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2019,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2020,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2021,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2022,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2014,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2015,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2016,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2017,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2018,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2019,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2020,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2021,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2022,Lluvia,Discreta,,,,,,,Pendiente,Caja 14,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2023,Lluvia,Discreta,2023,JPG,48,7,336,2023,Pendiente,,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2024,Lluvia,Discreta,2024,JPG,14,7,98,2024,Pendiente,,,
8.560256,-82.389637,108013,Angostura Cochea,Libreta pluviometrica ,2025,Lluvia,Discreta,2025,JPG,12,7,84,2025,Pendiente,,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2023,Lluvia,Discreta,2023,JPG,48,7,336,2023,Pendiente,,,
8.560256,-82.389637,108013,Angostura Cochea,Tarjeta pluviometrica ,2024,Lluvia,Discreta,2024,JPG,35,7,245,2024,Pendiente,,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2006,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2008,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2009,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2010,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2011,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2012,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2013,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2016,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2017,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2018,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2019,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2020,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2021,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2022,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2006,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2008,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2009,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2010,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2011,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2012,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2013,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2016,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2017,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2018,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2019,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2020,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2021,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2022,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2023,Lluvia,Discreta,2023,PDF,26,7,182,2023,Pendiente,,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2024,Lluvia,Discreta,2024,PDF,12,7,84,2024,Pendiente,,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Libreta pluviometrica ,2025,Lluvia,Discreta,2025,PDF,12,7,84,2025,Pendiente,,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2023,Lluvia,Discreta,2023,PDF,26,7,182,2023,Pendiente,,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2024,Lluvia,Discreta,2024,PDF,12,7,84,2024,Pendiente,,,
8.430555556,-82.28666667,108014,Veladero Gualaca,Tarjeta pluviometrica ,2025,Lluvia,Discreta,2025,PDF,13,7,91,2025,Pendiente,,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2006,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2008,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2010,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2016,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2017,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2018,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2019,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2020,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2021,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2022,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2006,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2008,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2010,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2016,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2017,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2018,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2019,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2020,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2021,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2022,Lluvia,Discreta,,,,,,,Pendiente,Caja 16,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2024,Lluvia,Discreta,2024,PDF,26,7,182,2024,Pendiente,,,
8.517399,-82.440178,108015,Cermeño,Libreta pluviometrica ,2025,Lluvia,Discreta,2025,PDF,37,7,259,2025,Pendiente,,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2023,Lluvia,Discreta,2023,PDF,37,7,259,2023,Pendiente,,,
8.517399,-82.440178,108015,Cermeño,Tarjeta pluviometrica ,2025,Lluvia,Discreta,2025,PDF,32,7,224,2025,Pendiente,,,
8.792467,-82.440587,108017,Los Naranjos,Hoja de campo,2014,Temperatura del aire,Discreta,2014,PDF,37,7,259,2014,Pendiente,,,
8.792467,-82.440587,108017,Los Naranjos,Hoja de campo,2014,Lluvia,Discreta,2014,PDF,37,7,259,2014,Pendiente,,,
8.792467,-82.440587,108017,Los Naranjos,Hoja de campo,2014,Evaporación del agua en superficie libre ,Discreta,2014,PDF,37,7,259,2014,Pendiente,,,
8.792467,-82.440587,108017,Los Naranjos,Hoja de campo,2014,Velocidad del viento,Discreta,2014,PDF,37,7,259,2014,Pendiente,,,
8.792467,-82.440587,108017,Los Naranjos,Higrotermograma,2012,Temperatura del aire,Continua,2012,JPG,38,168,6384,2012,Completo,DC_archivador293-03,,
8.792467,-82.440587,108017,Los Naranjos,Higrotermograma,2013,Temperatura del aire,Continua,2013,JPG,51,168,8568,2013,Completo,DC_archivador293-03,,
8.792467,-82.440587,108017,Los Naranjos,Higrotermograma,2014,Temperatura del aire,Continua,2014,JPG,37,168,6216,2014,Completo,DC_archivador293-03,,
8.792467,-82.440587,108017,Los Naranjos,Higrotermograma,2012,Humedad relativa,Continua,2012,JPG,38,168,6384,2012,Completo,DC_archivador293-03,,
8.792467,-82.440587,108017,Los Naranjos,Higrotermograma,2013,Humedad relativa,Continua,2013,JPG,51,168,8568,2013,Completo,DC_archivador293-03,,
8.792467,-82.440587,108017,Los Naranjos,Higrotermograma,2014,Humedad relativa,Continua,2014,JPG,37,168,6216,2014,Completo,DC_archivador293-03,,
8.792467,-82.440587,108017,Los Naranjos,Pluviograma,2014,Lluvia,Continua,2014,JPG,261,24,6264,2014,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,1995,Lluvia,Continua,1995,JPG,1,24,24,1995,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2014,Lluvia,Continua,2014,JPG,333,24,7992,2014,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2015,Lluvia,Continua,2015,JPG,286,24,6864,2015,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2017,Lluvia,Continua,2017,JPG,140,24,3360,2017,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2018,Lluvia,Continua,2018,JPG,150,24,3600,2018,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2019,Lluvia,Continua,2019,JPG,148,24,3552,2019,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2020,Lluvia,Continua,2020,JPG,193,24,4632,2020,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2021,Lluvia,Continua,2021,JPG,298,24,7152,2021,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2022,Lluvia,Continua,2022,JPG,350,24,8400,2022,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2023,Lluvia,Continua,2023,JPG,365,24,8760,2023,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2024,Lluvia,Continua,2024,JPG,365,24,8760,2024,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2025,Lluvia,Continua,2025,JPG,25,24,600,2025,Pendiente,Caja 2,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Pluviograma,2026,Lluvia,Continua,2026,JPG,23,24,552,2026,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2014,Temperatura del aire,Continua,2014,JPG,38,168,6384,2014,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2015,Temperatura del aire,Continua,2015,JPG,53,168,8904,2015,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2016,Temperatura del aire,Continua,2016,JPG,52,168,8736,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2017,Temperatura del aire,Continua,2017,JPG,42,168,7056,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2018,Temperatura del aire,Continua,2018,JPG,43,168,7224,2018,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2019,Temperatura del aire,Continua,2019,JPG,31,168,5208,2019,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2020,Temperatura del aire,Continua,2020,JPG,45,168,7560,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2021,Temperatura del aire,Continua,2021,JPG,45,168,7560,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2022,Temperatura del aire,Continua,2022,JPG,38,168,6384,2022,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2023,Temperatura del aire,Continua,2023,JPG,52,168,8736,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2024,Temperatura del aire,Continua,2024,JPG,31,168,5208,2024,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2025,Temperatura del aire,Continua,2025,JPG,41,168,6888,null,Incompleto,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2014,Humedad relativa,Continua,2014,JPG,38,168,6384,2014,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2015,Humedad relativa,Continua,2015,JPG,53,168,8904,2015,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2016,Humedad relativa,Continua,2016,JPG,52,168,8736,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2017,Humedad relativa,Continua,2017,JPG,42,168,7056,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2018,Humedad relativa,Continua,2018,JPG,43,168,7224,2018,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2019,Humedad relativa,Continua,2019,JPG,31,168,5208,2019,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2020,Humedad relativa,Continua,2020,JPG,45,168,7560,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2021,Humedad relativa,Continua,2021,JPG,45,168,7560,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2022,Humedad relativa,Continua,2022,JPG,38,168,6384,2022,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2023,Humedad relativa,Continua,2023,JPG,52,168,8736,null,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2024,Humedad relativa,Continua,2024,JPG,31,168,5208,2024,Completo,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Higrotermograma,2025,Humedad relativa,Continua,2025,JPG,41,168,6888,null,Incompleto,DC_archivador293-03,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2014,Temperatura del aire,Discreta,2014,PDF,51,7,357,2014,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2015,Temperatura del aire,Discreta,2015,PDF,53,7,371,2015,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2016,Temperatura del aire,Discreta,2016,PDF,52,7,364,2016,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2017,Temperatura del aire,Discreta,2017,PDF,41,7,287,2017,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2018,Temperatura del aire,Discreta,2018,PDF,54,7,378,2018,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2019,Temperatura del aire,Discreta,2019,PDF,52,7,364,2019,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2020,Temperatura del aire,Discreta,2020,PDF,45,7,315,2020,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2021,Temperatura del aire,Discreta,2021,PDF,7,7,49,2021,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2022,Temperatura del aire,Discreta,2022,PDF,53,7,371,2022,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2023,Temperatura del aire,Discreta,2023,PDF,49,7,343,2023,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2024,Temperatura del aire,Discreta,2024,PDF,53,7,371,2024,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2025,Temperatura del aire,Discreta,2025,PDF,12,7,84,2025,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2014,Lluvia,Discreta,2014,PDF,51,7,357,2014,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2015,Lluvia,Discreta,2015,PDF,53,7,371,2015,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2016,Lluvia,Discreta,2016,PDF,52,7,364,2016,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2017,Lluvia,Discreta,2017,PDF,41,7,287,2017,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2018,Lluvia,Discreta,2018,PDF,54,7,378,2018,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2019,Lluvia,Discreta,2019,PDF,52,7,364,2019,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2020,Lluvia,Discreta,2020,PDF,45,7,315,2020,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2021,Lluvia,Discreta,2021,PDF,7,7,49,2021,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2022,Lluvia,Discreta,2022,PDF,53,7,371,2022,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2023,Lluvia,Discreta,2023,PDF,49,7,343,2023,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2024,Lluvia,Discreta,2024,PDF,53,7,371,2024,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2025,Lluvia,Discreta,2025,PDF,12,7,84,2025,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2014,Evaporación del agua en superficie libre ,Discreta,2014,PDF,51,7,357,2014,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2015,Evaporación del agua en superficie libre ,Discreta,2015,PDF,53,7,371,2015,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2016,Evaporación del agua en superficie libre ,Discreta,2016,PDF,52,7,364,2016,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2017,Evaporación del agua en superficie libre ,Discreta,2017,PDF,41,7,287,2017,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2018,Evaporación del agua en superficie libre ,Discreta,2018,PDF,54,7,378,2018,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2019,Evaporación del agua en superficie libre ,Discreta,2019,PDF,52,7,364,2019,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2020,Evaporación del agua en superficie libre ,Discreta,2020,PDF,45,7,315,2020,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2021,Evaporación del agua en superficie libre ,Discreta,2021,PDF,7,7,49,2021,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2022,Evaporación del agua en superficie libre ,Discreta,2022,PDF,53,7,371,2022,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2023,Evaporación del agua en superficie libre ,Discreta,2023,PDF,49,7,343,2023,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2024,Evaporación del agua en superficie libre ,Discreta,2024,PDF,53,7,371,2024,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2025,Evaporación del agua en superficie libre ,Discreta,2025,PDF,12,7,84,2025,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2014,Velocidad del viento,Discreta,2014,PDF,51,7,357,2014,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2015,Velocidad del viento,Discreta,2015,PDF,53,7,371,2015,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2016,Velocidad del viento,Discreta,2016,PDF,52,7,364,2016,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2017,Velocidad del viento,Discreta,2017,PDF,41,7,287,2017,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2018,Velocidad del viento,Discreta,2018,PDF,54,7,378,2018,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2019,Velocidad del viento,Discreta,2019,PDF,52,7,364,2019,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2020,Velocidad del viento,Discreta,2020,PDF,45,7,315,2020,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2021,Velocidad del viento,Discreta,2021,PDF,7,7,49,2021,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2022,Velocidad del viento,Discreta,2022,PDF,53,7,371,2022,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2023,Velocidad del viento,Discreta,2023,PDF,49,7,343,2023,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2024,Velocidad del viento,Discreta,2024,PDF,53,7,371,2024,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Hoja de campo,2025,Velocidad del viento,Discreta,2025,PDF,12,7,84,2025,Pendiente,,,
8.686603292,-82.32068156,108018,Paja de Sombrero,Heliograma,,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
8.398008678,-82.42818378,108023,David,Barograma,2015,Presion atmosferica,Continua,2015,JPG,1,168,168,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Barograma,2016,Presion atmosferica,Continua,2016,JPG,26,168,4368,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Pluviograma,2015,Lluvia,Continua,2015,JPG,39,24,936,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Pluviograma,2016,Lluvia,Continua,2016,JPG,156,24,3744,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Pluviograma,2017,Lluvia,Continua,2017,JPG,4,24,96,2017,Pendiente,,,
8.398008678,-82.42818378,108023,David,Pluviograma,2018,Lluvia,Continua,2018,JPG,298,24,7152,2018,Pendiente,,,
8.398008678,-82.42818378,108023,David,Pluviograma,2019,Lluvia,Continua,2019,JPG,189,24,4536,2019,Pendiente,,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2014,Temperatura del aire,Continua,2014,JPG,1,168,168,2014,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2015,Temperatura del aire,Continua,2015,JPG,15,168,2520,null,Completo,DC_archivador293-03,,
