Latitud,Longitud,Codigo de estacion,Nombre de estacion,Tipo de archivo,Achivo fisico y localizable,Variable,Medicion,Año con datos digitales,Formato de archivo,Contador de archivos digitales,Cantidad de datos por archivo,Datos obtenidos,Año con nombre ,Meses en tablas (csv o excel),Inventario fisico (localizacion),,
8.398008678,-82.42818378,108023,David,Higrotermograma,2016,Temperatura del aire,Continua,2016,JPG,49,168,8232,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2017,Temperatura del aire,Continua,2017,JPG,52,168,8736,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2018,Temperatura del aire,Continua,2018,JPG,49,168,8232,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2019,Temperatura del aire,Continua,2019,JPG,44,168,7392,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2020,Temperatura del aire,Continua,2020,JPG,8,168,1344,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2014,Humedad relativa,Continua,2014,JPG,1,168,168,2014,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2015,Humedad relativa,Continua,2015,JPG,15,168,2520,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2016,Humedad relativa,Continua,2016,JPG,49,168,8232,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2017,Humedad relativa,Continua,2017,JPG,52,168,8736,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2018,Humedad relativa,Continua,2018,JPG,49,168,8232,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2019,Humedad relativa,Continua,2019,JPG,44,168,7392,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Higrotermograma,2020,Humedad relativa,Continua,2020,JPG,8,168,1344,null,Completo,DC_archivador293-03,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2014,Temperatura del suelo,Discreta,2014,PDF,52,7,364,2014,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2015,Temperatura del suelo,Discreta,2015,PDF,47,7,329,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2016,Temperatura del suelo,Discreta,2016,PDF,49,7,343,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2017,Temperatura del suelo,Discreta,2017,PDF,53,7,371,2017,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2018,Temperatura del suelo,Discreta,2018,PDF,38,7,266,2018,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2014,Humedad del suelo,Discreta,2014,PDF,52,7,364,2014,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2015,Humedad del suelo,Discreta,2015,PDF,47,7,329,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2016,Humedad del suelo,Discreta,2016,PDF,49,7,343,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2017,Humedad del suelo,Discreta,2017,PDF,53,7,371,2017,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2018,Humedad del suelo,Discreta,2018,PDF,38,7,266,2018,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2014,Presion atmosferica,Discreta,2014,PDF,52,7,364,2014,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2015,Presion atmosferica,Discreta,2015,PDF,47,7,329,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2016,Presion atmosferica,Discreta,2016,PDF,49,7,343,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2017,Presion atmosferica,Discreta,2017,PDF,53,7,371,2017,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2018,Presion atmosferica,Discreta,2018,PDF,38,7,266,2018,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2014,Lluvia,Discreta,2014,PDF,52,7,364,2014,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2015,Lluvia,Discreta,2015,PDF,47,7,329,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2016,Lluvia,Discreta,2016,PDF,49,7,343,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2017,Lluvia,Discreta,2017,PDF,53,7,371,2017,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2018,Lluvia,Discreta,2018,PDF,38,7,266,2018,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2014,Evaporación del agua en superficie libre ,Discreta,2014,PDF,52,7,364,2014,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2015,Evaporación del agua en superficie libre ,Discreta,2015,PDF,47,7,329,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2016,Evaporación del agua en superficie libre ,Discreta,2016,PDF,49,7,343,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2017,Evaporación del agua en superficie libre ,Discreta,2017,PDF,53,7,371,2017,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2018,Evaporación del agua en superficie libre ,Discreta,2018,PDF,38,7,266,2018,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2014,Capacidad evaporativa del aire,Discreta,2014,PDF,52,7,364,2014,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2015,Capacidad evaporativa del aire,Discreta,2015,PDF,47,7,329,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2016,Capacidad evaporativa del aire,Discreta,2016,PDF,49,7,343,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2017,Capacidad evaporativa del aire,Discreta,2017,PDF,53,7,371,2017,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2018,Capacidad evaporativa del aire,Discreta,2018,PDF,38,7,266,2018,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2014,Velocidad del viento,Discreta,2014,PDF,52,7,364,2014,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2015,Velocidad del viento,Discreta,2015,PDF,47,7,329,2015,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2016,Velocidad del viento,Discreta,2016,PDF,49,7,343,2016,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2017,Velocidad del viento,Discreta,2017,PDF,53,7,371,2017,Pendiente,,,
8.398008678,-82.42818378,108023,David,Hoja de campo,2018,Velocidad del viento,Discreta,2018,PDF,38,7,266,2018,Pendiente,,,
8.398008678,-82.42818378,108023,David,Heliograma,2011,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
8.398008678,-82.42818378,108023,David,Heliograma,2012,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
8.398008678,-82.42818378,108023,David,Heliograma,2014,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
8.398008678,-82.42818378,108023,David,Heliograma,2015,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
8.398008678,-82.42818378,108023,David,Heliograma,2016,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
8.398008678,-82.42818378,108023,David,Heliograma,2018,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
8.398008678,-82.42818378,108023,David,Heliograma,2019,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
8.398008678,-82.42818378,108023,David,Heliograma,2010,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 7,,
8.398008678,-82.42818378,108023,David,Heliograma,2019,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 7,,
8.520094,-82.302234,108043,Gualaca II,Pluviograma,2022,Lluvia,Continua,2022,JPG,118,24,2832,2022,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Pluviograma,2023,Lluvia,Continua,2023,JPG,362,24,8688,2023,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Pluviograma,2024,Lluvia,Continua,2024,JPG,143,24,3432,2024,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2012,Temperatura del aire,Continua,2012,JPG,33,168,5544,2012,Incompleto,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2013,Temperatura del aire,Continua,2013,JPG,52,168,8736,2013,Incompleto,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2014,Temperatura del aire,Continua,2014,JPG,53,168,8904,2014,Incompleto,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2015,Temperatura del aire,Continua,2015,JPG,53,168,8904,2015,Incompleto,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2016,Temperatura del aire,Continua,2016,JPG,41,168,6888,2016,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2017,Temperatura del aire,Continua,2017,JPG,40,168,6720,2017,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2018,Temperatura del aire,Continua,2018,JPG,43,168,7224,2018,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2019,Temperatura del aire,Continua,2019,JPG,51,168,8568,2019,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2020,Temperatura del aire,Continua,2020,JPG,30,168,5040,2020,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2021,Temperatura del aire,Continua,2021,JPG,52,168,8736,2021,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2022,Temperatura del aire,Continua,2022,JPG,47,168,7896,2022,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2023,Temperatura del aire,Continua,2023,JPG,47,168,7896,2023,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2024,Temperatura del aire,Continua,2024,JPG,46,168,7728,2024,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2025,Temperatura del aire,Continua,2025,JPG,13,168,2184,2025,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2012,Humedad relativa,Continua,2012,JPG,33,168,5544,2012,Incompleto,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2013,Humedad relativa,Continua,2013,JPG,52,168,8736,2013,Incompleto,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2014,Humedad relativa,Continua,2014,JPG,53,168,8904,2014,Incompleto,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2015,Humedad relativa,Continua,2015,JPG,53,168,8904,2015,Incompleto,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2016,Humedad relativa,Continua,2016,JPG,41,168,6888,2016,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2017,Humedad relativa,Continua,2017,JPG,40,168,6720,2017,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2018,Humedad relativa,Continua,2018,JPG,43,168,7224,2018,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2019,Humedad relativa,Continua,2019,JPG,51,168,8568,2019,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2020,Humedad relativa,Continua,2020,JPG,30,168,5040,2020,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2021,Humedad relativa,Continua,2021,JPG,52,168,8736,2021,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2022,Humedad relativa,Continua,2022,JPG,47,168,7896,2022,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2023,Humedad relativa,Continua,2023,JPG,47,168,7896,2023,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2024,Humedad relativa,Continua,2024,JPG,46,168,7728,2024,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Higrotermograma,2025,Humedad relativa,Continua,2025,JPG,13,168,2184,2025,Completo,DC_archivador293-03,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2020,Temperatura del aire,Discreta,2020,JPG,7,7,49,2020,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2022,Temperatura del aire,Discreta,2022,PDF,4,7,28,2022,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2023,Temperatura del aire,Discreta,2023,PDF,47,7,329,2023,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2024,Temperatura del aire,Discreta,2024,PDF,16,7,112,2024,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2025,Temperatura del aire,Discreta,2025,PDF,37,7,259,2025,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2026,Temperatura del aire,Discreta,2026,JPG,4,7,28,2026,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2020,Lluvia,Discreta,2020,JPG,7,7,49,2020,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2022,Lluvia,Discreta,2022,PDF,4,7,28,2022,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2023,Lluvia,Discreta,2023,PDF,47,7,329,2023,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2024,Lluvia,Discreta,2024,PDF,16,7,112,2024,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2025,Lluvia,Discreta,2025,PDF,37,7,259,2025,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2026,Lluvia,Discreta,2026,JPG,4,7,28,2026,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2020,Evaporación del agua en superficie libre ,Discreta,2020,JPG,7,7,49,2020,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2022,Evaporación del agua en superficie libre ,Discreta,2022,PDF,4,7,28,2022,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2023,Evaporación del agua en superficie libre ,Discreta,2023,PDF,47,7,329,2023,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2024,Evaporación del agua en superficie libre ,Discreta,2024,PDF,16,7,112,2024,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2025,Evaporación del agua en superficie libre ,Discreta,2025,PDF,37,7,259,2025,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2026,Evaporación del agua en superficie libre ,Discreta,2026,JPG,4,7,28,2026,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2020,Velocidad del viento,Discreta,2020,JPG,7,7,49,2020,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2022,Velocidad del viento,Discreta,2022,PDF,4,7,28,2022,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2023,Velocidad del viento,Discreta,2023,PDF,47,7,329,2023,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2024,Velocidad del viento,Discreta,2024,PDF,16,7,112,2024,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2025,Velocidad del viento,Discreta,2025,PDF,37,7,259,2025,Pendiente,,,
8.520094,-82.302234,108043,Gualaca II,Hoja de campo,2026,Velocidad del viento,Discreta,2026,JPG,4,7,28,2026,Pendiente,,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2010,Lluvia,Discreta,,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2015,Lluvia,Discreta,,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2016,Lluvia,Discreta,,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2017,Lluvia,Discreta,2017,PDF,22,7,154,2017,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2018,Lluvia,Discreta,2018,PDF,44,7,308,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2019,Lluvia,Discreta,2019,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2021,Lluvia,Discreta,2021,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2022,Lluvia,Discreta,2022,PDF,6,7,42,2022,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2024,Lluvia,Discreta,2024,PDF,19,7,133,2024,Pendiente,,,
8.45494972,-82.03400935,110003,Cerro Banco,Tarjeta pluviometrica ,2024,Lluvia,Discreta,2024,JPG,7,7,49,2024,Pendiente,,,
8.45494972,-82.03400935,110004,Cerro Banco,Tarjeta pluviometrica ,2025,Lluvia,Discreta,2025,PDF,30,7,210,2025,Pendiente,,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2010,Lluvia,Discreta,,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2015,Lluvia,Discreta,,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2016,Lluvia,Discreta,,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2017,Lluvia,Discreta,2017,PDF,12,7,84,2017,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2018,Lluvia,Discreta,2018,PDF,24,7,168,2018,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2019,Lluvia,Discreta,2019,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2021,Lluvia,Discreta,2021,,,,0,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2022,Lluvia,Discreta,2022,,,,,,Pendiente,Caja 16,,
8.45494972,-82.03400935,110003,Cerro Banco,Libreta pluviometrica ,2024,Lluvia,Discreta,2024,PDF,35,7,245,2024,Pendiente,,,
8.28857026,-81.87317293,112003,San Felix,Libreta pluviometrica ,2006,Lluvia,Discreta,2006,PDF,52,7,364,2006,Pendiente,,,
8.28857026,-81.87317293,112003,San Felix,Libreta pluviometrica ,2007,Lluvia,Discreta,2007,PDF,53,7,371,2007,Pendiente,,,
8.28857026,-81.87317293,112003,San Felix,Libreta pluviometrica ,2024,Lluvia,Discreta,2024,PDF,14,7,98,2024,Pendiente,,,
8.28857026,-81.87317293,112003,San Felix,Tarjeta pluviometrica ,2024,Lluvia,Discreta,2024,PDF,31,7,217,2024,Pendiente,,,
8.28857026,-81.87317293,112003,San Felix,Tarjeta pluviometrica ,2025,Lluvia,Discreta,2025,PDF,28,7,196,2025,Pendiente,,,
8.368010182,-81.89984009,112004,Quebrada Loro,Libreta pluviometrica ,2006,Lluvia,Discreta,2009,PDF,16,7,112,2009,Pendiente,,,
8.368010182,-81.89984009,112004,Quebrada Loro,Libreta pluviometrica ,2023,Lluvia,Discreta,2023,PDF,24,7,168,2023,Pendiente,,,
8.368010182,-81.89984009,112004,Quebrada Loro,Libreta pluviometrica ,2023,Lluvia,Discreta,2023,JPG,14,7,98,2023,Pendiente,,,
8.368010182,-81.89984009,112004,Quebrada Loro,Libreta pluviometrica ,2024,Lluvia,Discreta,2024,JPG,24,7,168,2024,Pendiente,,,
8.368010182,-81.89984009,112004,Quebrada Loro,Libreta pluviometrica ,2025,Lluvia,Discreta,2025,JPG,4,7,28,2025,Pendiente,,,
8.368010182,-81.89984009,112004,Quebrada Loro,Tarjeta pluviometrica ,2024,Lluvia,Discreta,2024,PDF,23,7,161,2024,Pendiente,,,
8.368010182,-81.89984009,112004,Quebrada Loro,Tarjeta pluviometrica ,2025,Lluvia,Discreta,2025,JPG,55,7,385,2025,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2013,Lluvia,Continua,2013,JPG,1,24,24,2013,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2014,Lluvia,Continua,2014,JPG,280,24,6720,2014,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2015,Lluvia,Continua,2015,JPG,85,24,2040,2015,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2016,Lluvia,Continua,2016,JPG,364,24,8736,2016,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2017,Lluvia,Continua,2017,JPG,317,24,7608,2017,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2018,Lluvia,Continua,2018,JPG,357,24,8568,2018,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2019,Lluvia,Continua,2019,JPG,153,24,3672,2019,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2020,Lluvia,Continua,2020,JPG,97,24,2328,2020,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2021,Lluvia,Continua,2021,JPG,356,24,8544,2021,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2022,Lluvia,Continua,2022,JPG,357,24,8568,2022,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2023,Lluvia,Continua,2023,JPG,360,24,8640,2023,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Pluviograma,2024,Lluvia,Continua,2024,JPG,137,24,3288,2024,Pendiente,Caja 1,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2014,Horas de insolacion ,Continua,2014,JPG,31,6,186,2014,Pendiente,Caja 8,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2015,Horas de insolacion ,Continua,2015,JPG,31,6,186,2015,Pendiente,Caja 8,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2016,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 8,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2017,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 7,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2018,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2019,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2020,Horas de insolacion ,Continua,,,,,,,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2021,Horas de insolacion ,Continua,,,,,,,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2022,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 7,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2023,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 6,,
9.198888889,-80.15194444,113001,Icacal,Heliograma,2024,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 7,,
9.198888889,-80.15194444,113002,Icacal,Heliograma,2025,Horas de insolacion ,Continua,,,,,,,Pendiente,Caja 8,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2019,Temperatura del aire,Continua,2019,JPG,54,168,9072,2019,Incompleto,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2020,Temperatura del aire,Continua,2020,JPG,33,168,5544,2020,Incompleto,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2021,Temperatura del aire,Continua,2021,JPG,52,168,8736,2021,Incompleto,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2022,Temperatura del aire,Continua,2022,JPG,52,168,8736,2022,Incompleto,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2023,Temperatura del aire,Continua,2023,JPG,4,168,672,2023,Completo,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2024,Temperatura del aire,Continua,2024,JPG,51,168,8568,2024,Completo,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2025,Temperatura del aire,Continua,2025,JPG,51,168,8568,2025,Completo,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2019,Humedad relativa,Continua,2019,JPG,54,168,9072,2019,Incompleto,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2020,Humedad relativa,Continua,2020,JPG,33,168,5544,2020,Incompleto,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2021,Humedad relativa,Continua,2021,JPG,52,168,8736,2021,Incompleto,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2022,Humedad relativa,Continua,2022,JPG,52,168,8736,2022,Incompleto,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2023,Humedad relativa,Continua,2023,JPG,4,168,672,2023,Completo,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2024,Humedad relativa,Continua,2024,JPG,51,168,8568,2024,Completo,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Higrotermograma,2025,Humedad relativa,Continua,2025,JPG,51,168,8568,2025,Completo,DC_archivador293-03,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2013,Temperatura del aire,Discreta,2013,JPG,51,7,357,2013,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2014,Temperatura del aire,Discreta,2014,JPG,52,7,364,2014,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2015,Temperatura del aire,Discreta,2015,JPG,51,7,357,2015,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2017,Temperatura del aire,Discreta,2017,PDF,8,7,56,2017,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2017,Temperatura del aire,Discreta,2017,JPG,23,7,161,2017,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2018,Temperatura del aire,Discreta,2018,JPG,52,7,364,2018,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2019,Temperatura del aire,Discreta,2019,JPG,58,7,406,2019,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2020,Temperatura del aire,Discreta,2020,JPG,53,7,371,2020,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2021,Temperatura del aire,Discreta,2021,PDF,54,7,378,2021,Pendiente,,,
9.198888889,-80.15194444,113001,Icacal,Hoja de campo,2022,Temperatura del aire,Discreta,2022,JPG,54,7,378,2022,Pendiente,,,
